s,C,m,m,m,m
Time,"T_OCCUPANT","VIS_ALARM_1","VIS_ALARM_2","VIS_ALARM_3","VIS_ALARM_4"
 9.1517945E+001, 5.7239720E+001, 3.0000000E+001, 3.0000000E+001, 1.3170543E+001, 9.7004771E+000
 9.1643086E+001, 5.7249588E+001, 3.0000000E+001, 3.0000000E+001, 1.3186466E+001, 9.6906848E+000
 9.1705657E+001, 5.7258305E+001, 3.0000000E+001, 3.0000000E+001, 1.3201436E+001, 9.6818451E+000
 9.1830798E+001, 5.7266204E+001, 3.0000000E+001, 3.0000000E+001, 1.3214843E+001, 9.6741848E+000
 9.1955940E+001, 5.7280412E+001, 3.0000000E+001, 3.0000000E+001, 1.3228808E+001, 9.6662303E+000
 9.2018510E+001, 5.7297184E+001, 3.0000000E+001, 3.0000000E+001, 1.3235324E+001, 9.6615229E+000
 9.2143652E+001, 5.7320651E+001, 3.0000000E+001, 3.0000000E+001, 1.3236842E+001, 9.6575050E+000
 9.2206222E+001, 5.7349520E+001, 3.0000000E+001, 3.0000000E+001, 1.3233176E+001, 9.6538544E+000
 9.2331363E+001, 5.7382694E+001, 3.0000000E+001, 3.0000000E+001, 1.3222328E+001, 9.6504289E+000
 9.2448283E+001, 5.7429063E+001, 3.0000000E+001, 3.0000000E+001, 1.3199570E+001, 9.6447831E+000
 9.2502631E+001, 5.7463676E+001, 3.0000000E+001, 3.0000000E+001, 1.3177710E+001, 9.6383934E+000
 9.2611329E+001, 5.7498569E+001, 3.0000000E+001, 3.0000000E+001, 1.3151469E+001, 9.6298973E+000
 9.2720026E+001, 5.7545629E+001, 3.0000000E+001, 3.0000000E+001, 1.3111099E+001, 9.6162552E+000
 9.2834158E+001, 5.7592821E+001, 3.0000000E+001, 3.0000000E+001, 1.3064222E+001, 9.6005004E+000
 9.2965682E+001, 5.7641706E+001, 3.0000000E+001, 3.0000000E+001, 1.3007713E+001, 9.5828411E+000
 9.3031443E+001, 5.7675820E+001, 3.0000000E+001, 3.0000000E+001, 1.2963028E+001, 9.5715199E+000
 9.3162967E+001, 5.7699676E+001, 3.0000000E+001, 3.0000000E+001, 1.2919591E+001, 9.5650262E+000
 9.3228729E+001, 5.7715416E+001, 3.0000000E+001, 3.0000000E+001, 1.2877023E+001, 9.5630954E+000
 9.3343853E+001, 5.7727683E+001, 3.0000000E+001, 3.0000000E+001, 1.2840193E+001, 9.5665662E+000
 9.3401415E+001, 5.7739959E+001, 3.0000000E+001, 3.0000000E+001, 1.2803389E+001, 9.5740059E+000
 9.3516539E+001, 5.7753339E+001, 3.0000000E+001, 3.0000000E+001, 1.2766502E+001, 9.5859185E+000
 9.3618636E+001, 5.7776314E+001, 3.0000000E+001, 3.0000000E+001, 1.2720647E+001, 9.6019532E+000
 9.3725838E+001, 5.7805158E+001, 3.0000000E+001, 3.0000000E+001, 1.2672895E+001, 9.6177144E+000
 9.3838144E+001, 5.7832788E+001, 3.0000000E+001, 3.0000000E+001, 1.2621888E+001, 9.6335718E+000
 9.3950451E+001, 5.7862115E+001, 3.0000000E+001, 3.0000000E+001, 1.2569069E+001, 9.6483651E+000
 9.4006604E+001, 5.7892574E+001, 3.0000000E+001, 3.0000000E+001, 1.2528472E+001, 9.6583042E+000
 9.4124526E+001, 5.7938159E+001, 3.0000000E+001, 3.0000000E+001, 1.2484461E+001, 9.6674598E+000
 9.4248063E+001, 5.8015741E+001, 3.0000000E+001, 3.0000000E+001, 1.2421590E+001, 9.6783631E+000
 9.4309831E+001, 5.8086017E+001, 3.0000000E+001, 3.0000000E+001, 1.2372157E+001, 9.6849879E+000
 9.4433368E+001, 5.8175275E+001, 3.0000000E+001, 3.0000000E+001, 1.2321143E+001, 9.6887483E+000
 9.4556905E+001, 5.8330206E+001, 3.0000000E+001, 3.0000000E+001, 1.2250972E+001, 9.6877199E+000
 9.4618674E+001, 5.8479240E+001, 3.0000000E+001, 3.0000000E+001, 1.2197136E+001, 9.6799631E+000
 9.4742211E+001, 5.8666673E+001, 3.0000000E+001, 3.0000000E+001, 1.2141977E+001, 9.6631992E+000
 9.4803979E+001, 5.8887451E+001, 3.0000000E+001, 3.0000000E+001, 1.2085791E+001, 9.6393254E+000
 9.4927516E+001, 5.9153940E+001, 3.0000000E+001, 3.0000000E+001, 1.2028576E+001, 9.6076172E+000
 9.5044382E+001, 5.9548940E+001, 3.0000000E+001, 3.0000000E+001, 1.1954249E+001, 9.5591190E+000
 9.5154575E+001, 5.9970998E+001, 3.0000000E+001, 3.0000000E+001, 1.1882501E+001, 9.5069681E+000
 9.5215181E+001, 6.0330762E+001, 3.0000000E+001, 3.0000000E+001, 1.1824195E+001, 9.4631917E+000
 9.5314993E+001, 6.0655700E+001, 3.0000000E+001, 3.0000000E+001, 1.1773386E+001, 9.4248586E+000
 9.5414805E+001, 6.1109455E+001, 3.0000000E+001, 3.0000000E+001, 1.1703018E+001, 9.3735085E+000
 9.5514617E+001, 6.1579833E+001, 2.9919943E+001, 3.0000000E+001, 1.1628719E+001, 9.3227222E+000
 9.5619419E+001, 6.2078698E+001, 2.9742041E+001, 3.0000000E+001, 1.1550241E+001, 9.2708073E+000
 9.5740192E+001, 6.2640159E+001, 2.9561322E+001, 3.0000000E+001, 1.1464019E+001, 9.2127916E+000
 9.5800578E+001, 6.3066900E+001, 2.9435168E+001, 3.0000000E+001, 1.1400710E+001, 9.1675682E+000
 9.5921350E+001, 6.3477172E+001, 2.9323900E+001, 3.0000000E+001, 1.1342784E+001, 9.1220307E+000
 9.6035192E+001, 6.3966026E+001, 2.9199921E+001, 3.0000000E+001, 1.1276515E+001, 9.0633244E+000
 9.6142103E+001, 6.4371877E+001, 2.9101938E+001, 3.0000000E+001, 1.1222248E+001, 9.0074196E+000
 9.6249015E+001, 6.4712835E+001, 2.9023206E+001, 3.0000000E+001, 1.1174439E+001, 8.9518370E+000
 9.6302471E+001, 6.4926111E+001, 2.8974840E+001, 3.0000000E+001, 1.1141527E+001, 8.9101906E+000
 9.6409382E+001, 6.5093251E+001, 2.8932865E+001, 3.0000000E+001, 1.1110824E+001, 8.8690683E+000
 9.6516293E+001, 6.5254038E+001, 2.8882748E+001, 3.0000000E+001, 1.1072198E+001, 8.8154114E+000
 9.6628550E+001, 6.5338618E+001, 2.8838016E+001, 3.0000000E+001, 1.1034919E+001, 8.7611102E+000
 9.6746153E+001, 6.5332280E+001, 2.8800529E+001, 3.0000000E+001, 1.0999273E+001, 8.7046237E+000
 9.6804954E+001, 6.5264345E+001, 2.8776758E+001, 3.0000000E+001, 1.0975228E+001, 8.6616250E+000
 9.6922557E+001, 6.5132745E+001, 2.8757510E+001, 3.0000000E+001, 1.0954530E+001, 8.6175549E+000
 9.7040160E+001, 6.4871343E+001, 2.8739193E+001, 3.0000000E+001, 1.0931062E+001, 8.5547021E+000
 9.7157762E+001, 6.4507561E+001, 2.8732441E+001, 3.0000000E+001, 1.0912642E+001, 8.4876921E+000
 9.7216563E+001, 6.4161102E+001, 2.8738377E+001, 3.0000000E+001, 1.0902146E+001, 8.4382615E+000
 9.7334166E+001, 6.3758072E+001, 2.8764101E+001, 3.0000000E+001, 1.0894726E+001, 8.3925998E+000
 9.7451769E+001, 6.3189797E+001, 2.8834547E+001, 3.0000000E+001, 1.0886720E+001, 8.3329020E+000
 9.7510570E+001, 6.2764766E+001, 2.8913231E+001, 3.0000000E+001, 1.0881834E+001, 8.2875716E+000
 9.7628173E+001, 6.2355318E+001, 2.9012562E+001, 3.0000000E+001, 1.0877690E+001, 8.2434676E+000
 9.7757535E+001, 6.1822132E+001, 2.9182349E+001, 3.0000000E+001, 1.0872637E+001, 8.1859552E+000
 9.7822217E+001, 6.1457538E+001, 2.9354008E+001, 3.0000000E+001, 1.0869694E+001, 8.1466507E+000
 9.7951580E+001, 6.1143349E+001, 2.9577484E+001, 3.0000000E+001, 1.0867307E+001, 8.1123098E+000
 9.8016261E+001, 6.0880230E+001, 2.9835994E+001, 3.0000000E+001, 1.0865156E+001, 8.0828730E+000
 9.8145624E+001, 6.0701020E+001, 3.0000000E+001, 3.0000000E+001, 1.0862960E+001, 8.0524225E+000
 9.8210305E+001, 6.0601184E+001, 3.0000000E+001, 3.0000000E+001, 1.0860692E+001, 8.0135552E+000
 9.8339668E+001, 6.0587921E+001, 3.0000000E+001, 3.0000000E+001, 1.0858096E+001, 7.9654666E+000
 9.8404350E+001, 6.0625471E+001, 3.0000000E+001, 3.0000000E+001, 1.0855171E+001, 7.9147585E+000
 9.8533712E+001, 6.0707962E+001, 3.0000000E+001, 3.0000000E+001, 1.0851452E+001, 7.8658314E+000
 9.8663075E+001, 6.0881068E+001, 3.0000000E+001, 3.0000000E+001, 1.0845244E+001, 7.8115325E+000
 9.8727757E+001, 6.1055154E+001, 3.0000000E+001, 3.0000000E+001, 1.0839718E+001, 7.7771382E+000
 9.8857120E+001, 6.1268658E+001, 3.0000000E+001, 3.0000000E+001, 1.0833432E+001, 7.7544942E+000
 9.8921801E+001, 6.1512690E+001, 3.0000000E+001, 3.0000000E+001, 1.0826525E+001, 7.7417723E+000
 9.9037791E+001, 6.1751868E+001, 3.0000000E+001, 3.0000000E+001, 1.0819437E+001, 7.7362898E+000
 9.9153781E+001, 6.2072376E+001, 3.0000000E+001, 3.0000000E+001, 1.0808602E+001, 7.7348124E+000
 9.9211776E+001, 6.2312002E+001, 3.0000000E+001, 3.0000000E+001, 1.0799413E+001, 7.7396440E+000
 9.9327766E+001, 6.2549773E+001, 3.0000000E+001, 3.0000000E+001, 1.0789064E+001, 7.7535658E+000
 9.9443756E+001, 6.2863159E+001, 3.0000000E+001, 3.0000000E+001, 1.0773753E+001, 7.7855649E+000
 9.9501751E+001, 6.3095819E+001, 3.0000000E+001, 3.0000000E+001, 1.0761565E+001, 7.8201891E+000
 9.9617740E+001, 6.3333552E+001, 3.0000000E+001, 3.0000000E+001, 1.0748809E+001, 7.8643877E+000
 9.9733730E+001, 6.3667076E+001, 3.0000000E+001, 3.0000000E+001, 1.0731150E+001, 7.9294263E+000
 9.9855520E+001, 6.4036514E+001, 3.0000000E+001, 3.0000000E+001, 1.0712068E+001, 7.9880367E+000
 9.9919314E+001, 6.4341741E+001, 3.0000000E+001, 3.0000000E+001, 1.0696146E+001, 8.0286231E+000
 1.0000000E+002, 6.4571087E+001, 3.0000000E+001, 3.0000000E+001, 1.0683890E+001, 8.0568012E+000
