s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,Pa,Pa,Pa,Pa,Pa,Pa,Pa
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_PROPANE,MLR_PRODUCTS,ZONE_1,ZONE_2,ZONE_3,ZONE_4,ZONE_5,ZONE_6,ZONE_7
 1.0954502E+001, 2.7894979E+002,-5.8396467E+001, 4.2624889E-001,-8.7365544E+000,-1.8319648E-002, 8.3935145E+001, 0.0000000E+000, 2.8794161E+002, 2.9615984E+002, 3.4279294E+001, 6.0794198E-003, 0.0000000E+000, 3.7043470E+002,-3.0168759E+000,-2.9957870E+000,-2.9673538E+000,-2.9416319E+000,-2.9885401E+000,-2.9711696E+000
 1.1079782E+001, 2.7788843E+002,-6.6098882E+001, 4.3216812E-001,-8.8888016E+000,-1.8465759E-002, 8.3258733E+001, 0.0000000E+000, 2.9555148E+002, 2.8657318E+002, 3.4279294E+001, 6.1492982E-003, 0.0000000E+000, 3.7896603E+002,-3.0163297E+000,-2.9961561E+000,-2.9669253E+000,-2.9405455E+000,-2.9867240E+000,-2.9703679E+000
 1.1205062E+001, 2.8542663E+002,-7.0202568E+001, 4.4273332E-001,-9.0207169E+000,-1.8634841E-002, 8.2166375E+001, 0.0000000E+000, 2.8316079E+002, 2.8879382E+002, 3.4279294E+001, 6.2191766E-003, 0.0000000E+000, 3.8714519E+002,-3.0160679E+000,-2.9965865E+000,-2.9665253E+000,-2.9395260E+000,-2.9846952E+000,-2.9696783E+000
 1.1330342E+001, 2.8508115E+002,-6.6743569E+001, 4.4913378E-001,-9.1780984E+000,-1.8817502E-002, 8.3401405E+001, 0.0000000E+000, 2.8775976E+002, 2.9299121E+002, 3.4279294E+001, 6.2790724E-003, 0.0000000E+000, 3.9545647E+002,-3.0160256E+000,-2.9970588E+000,-2.9661635E+000,-2.9386617E+000,-2.9825331E+000,-2.9691295E+000
 1.1455623E+001, 2.8856902E+002,-6.5293303E+001, 4.5993380E-001,-9.3269720E+000,-1.9050826E-002, 8.4940735E+001, 0.0000000E+000, 2.9190999E+002, 2.9933036E+002, 3.4279294E+001, 6.3489508E-003, 0.0000000E+000, 4.0388485E+002,-3.0161179E+000,-2.9973663E+000,-2.9658540E+000,-2.9379047E+000,-2.9803698E+000,-2.9687572E+000
 1.1580903E+001, 2.8484525E+002,-6.5004724E+001, 4.6483084E-001,-9.4804674E+000,-1.9296260E-002, 8.5182991E+001, 0.0000000E+000, 2.9859187E+002, 2.9598858E+002, 3.4279294E+001, 6.4188291E-003, 0.0000000E+000, 4.1250430E+002,-3.0162230E+000,-2.9974505E+000,-2.9655986E+000,-2.9372895E+000,-2.9783046E+000,-2.9685667E+000
 1.1706183E+001, 2.8924500E+002,-5.9580829E+001, 4.7636490E-001,-9.6154483E+000,-1.9567536E-002, 8.6409770E+001, 0.0000000E+000, 2.9361772E+002, 3.0691529E+002, 3.4279294E+001, 6.4887075E-003, 0.0000000E+000, 4.2098206E+002,-3.0161928E+000,-2.9973983E+000,-2.9653885E+000,-2.9369075E+000,-2.9763989E+000,-2.9685369E+000
 1.1831463E+001, 2.8645822E+002,-5.9260932E+001, 4.7890450E-001,-9.7605704E+000,-1.9813994E-002, 8.7829682E+001, 0.0000000E+000, 3.0715319E+002, 3.0572549E+002, 3.4279294E+001, 6.5585859E-003, 0.0000000E+000, 4.2984717E+002,-3.0158766E+000,-2.9972277E+000,-2.9652106E+000,-2.9367819E+000,-2.9747038E+000,-2.9686391E+000
 1.1943579E+001, 2.9843347E+002,-6.2639206E+001, 4.8811458E-001,-9.8980213E+000,-2.0068243E-002, 8.9001632E+001, 0.0000000E+000, 3.0350515E+002, 3.1536592E+002, 3.4279294E+001, 6.6284643E-003, 0.0000000E+000, 4.3768823E+002,-3.0152345E+000,-2.9969176E+000,-2.9650726E+000,-2.9368529E+000,-2.9734266E+000,-2.9688235E+000
 1.2055695E+001, 2.9642866E+002,-7.1574568E+001, 4.8972511E-001,-1.0058695E+001,-2.0292995E-002, 8.8519876E+001, 0.0000000E+000, 3.1538282E+002, 3.0378470E+002, 3.4279294E+001, 6.6883601E-003, 0.0000000E+000, 4.4583415E+002,-3.0141413E+000,-2.9964209E+000,-2.9649368E+000,-2.9370695E+000,-2.9723796E+000,-2.9690249E+000
 1.2167810E+001, 3.0275581E+002,-6.6261018E+001, 4.9742917E-001,-1.0202887E+001,-2.0518461E-002, 8.8615828E+001, 0.0000000E+000, 2.9994783E+002, 3.1538465E+002, 3.4279294E+001, 6.7482558E-003, 0.0000000E+000, 4.5358789E+002,-3.0125801E+000,-2.9958151E+000,-2.9647929E+000,-2.9373720E+000,-2.9715590E+000,-2.9692141E+000
 1.2279926E+001, 3.0310697E+002,-6.5577502E+001, 5.0066221E-001,-1.0386703E+001,-2.0732386E-002, 9.1060909E+001, 0.0000000E+000, 3.1596963E+002, 3.1868361E+002, 3.4279294E+001, 6.8081516E-003, 0.0000000E+000, 4.6175031E+002,-3.0105295E+000,-2.9951145E+000,-2.9646256E+000,-2.9376730E+000,-2.9709391E+000,-2.9693560E+000
 1.2392042E+001, 3.0676894E+002,-6.2107458E+001, 5.0623770E-001,-1.0596255E+001,-2.0939868E-002, 9.2603447E+001, 0.0000000E+000, 3.1715005E+002, 3.2715397E+002, 3.4279294E+001, 6.8680474E-003, 0.0000000E+000, 4.6994304E+002,-3.0080429E+000,-2.9941808E+000,-2.9644366E+000,-2.9377705E+000,-2.9705411E+000,-2.9694443E+000
 1.2504158E+001, 3.0800195E+002,-6.3118641E+001, 5.0988438E-001,-1.0850817E+001,-2.1174159E-002, 9.3968411E+001, 0.0000000E+000, 3.2679120E+002, 3.2848961E+002, 3.4279294E+001, 6.9379257E-003, 0.0000000E+000, 4.7838216E+002,-3.0051944E+000,-2.9931875E+000,-2.9642205E+000,-2.9376326E+000,-2.9703289E+000,-2.9694562E+000
 1.2616274E+001, 3.1071895E+002,-6.0704899E+001, 5.1478215E-001,-1.1129855E+001,-2.1376513E-002, 9.4928273E+001, 0.0000000E+000, 3.2673540E+002, 3.3430588E+002, 3.4279294E+001, 6.9978215E-003, 0.0000000E+000, 4.8682029E+002,-3.0020937E+000,-2.9922707E+000,-2.9639792E+000,-2.9372240E+000,-2.9702703E+000,-2.9693835E+000
 1.2728390E+001, 3.1229903E+002,-6.2226938E+001, 5.1897432E-001,-1.1429731E+001,-2.1575743E-002, 9.5855375E+001, 0.0000000E+000, 3.3350318E+002, 3.3499513E+002, 3.4279294E+001, 7.0577173E-003, 0.0000000E+000, 4.9543184E+002,-2.9988695E+000,-2.9915553E+000,-2.9637177E+000,-2.9365545E+000,-2.9703249E+000,-2.9692274E+000
 1.2840506E+001, 3.1454362E+002,-6.3672314E+001, 5.2373735E-001,-1.1729341E+001,-2.1770577E-002, 9.5929454E+001, 0.0000000E+000, 3.3319294E+002, 3.3557339E+002, 3.4279294E+001, 7.1176130E-003, 0.0000000E+000, 5.0403677E+002,-2.9956755E+000,-2.9910890E+000,-2.9634478E+000,-2.9356469E+000,-2.9704684E+000,-2.9690051E+000
 1.2952621E+001, 3.1655155E+002,-6.4885435E+001, 5.2837964E-001,-1.2029081E+001,-2.1986479E-002, 9.6152391E+001, 0.0000000E+000, 3.3392397E+002, 3.3629581E+002, 3.4279294E+001, 7.1874914E-003, 0.0000000E+000, 5.1266179E+002,-2.9926638E+000,-2.9909292E+000,-2.9631807E+000,-2.9345937E+000,-2.9706673E+000,-2.9687363E+000
 1.3075949E+001, 3.1371846E+002,-6.1861893E+001, 5.3360751E-001,-1.2338116E+001,-2.2164919E-002, 9.6255542E+001, 0.0000000E+000, 3.3464527E+002, 3.3628543E+002, 3.4279294E+001, 7.2473872E-003, 0.0000000E+000, 5.2217155E+002,-2.9897145E+000,-2.9910416E+000,-2.9629043E+000,-2.9333700E+000,-2.9709262E+000,-2.9684211E+000
 1.3199276E+001, 3.1859247E+002,-6.3300951E+001, 5.4000794E-001,-1.2644019E+001,-2.2365260E-002, 9.6874880E+001, 0.0000000E+000, 3.3450978E+002, 3.4004002E+002, 3.4279294E+001, 7.3172656E-003, 0.0000000E+000, 5.3167882E+002,-2.9873042E+000,-2.9914084E+000,-2.9626597E+000,-2.9321726E+000,-2.9712170E+000,-2.9681232E+000
 1.3322604E+001, 3.2099920E+002,-6.4322004E+001, 5.4507688E-001,-1.2940823E+001,-2.2566760E-002, 9.7723115E+001, 0.0000000E+000, 3.3891103E+002, 3.4198200E+002, 3.4279294E+001, 7.3871440E-003, 0.0000000E+000, 5.4131121E+002,-2.9855560E+000,-2.9919839E+000,-2.9624574E+000,-2.9310944E+000,-2.9715346E+000,-2.9678758E+000
 1.3445931E+001, 3.2520073E+002,-6.6733927E+001, 5.5100600E-001,-1.3232444E+001,-2.2774174E-002, 9.8249155E+001, 0.0000000E+000, 3.4044776E+002, 3.4401174E+002, 3.4279294E+001, 7.4570223E-003, 0.0000000E+000, 5.5098700E+002,-2.9845496E+000,-2.9927336E+000,-2.9623039E+000,-2.9302233E+000,-2.9718770E+000,-2.9677035E+000
 1.3569259E+001, 3.2876880E+002,-6.8216164E+001, 5.5645589E-001,-1.3503940E+001,-2.2984380E-002, 9.8916313E+001, 0.0000000E+000, 3.4256876E+002, 3.4649848E+002, 3.4279294E+001, 7.5269007E-003, 0.0000000E+000, 5.6072323E+002,-2.9843195E+000,-2.9936515E+000,-2.9622004E+000,-2.9296760E+000,-2.9722333E+000,-2.9676166E+000
 1.3692586E+001, 3.3300040E+002,-6.9743643E+001, 5.6228738E-001,-1.3761771E+001,-2.3194736E-002, 9.9773197E+001, 0.0000000E+000, 3.4512994E+002, 3.4980728E+002, 3.4279294E+001, 7.5967791E-003, 0.0000000E+000, 5.7053157E+002,-2.9848582E+000,-2.9946627E+000,-2.9621473E+000,-2.9295453E+000,-2.9726001E+000,-2.9676219E+000
 1.3815913E+001, 3.3681055E+002,-7.0732272E+001, 5.6784023E-001,-1.4011147E+001,-2.3403680E-002, 1.0078733E+002, 0.0000000E+000, 3.4856823E+002, 3.5339890E+002, 3.4279294E+001, 7.6666575E-003, 0.0000000E+000, 5.8043727E+002,-2.9861171E+000,-2.9956379E+000,-2.9621452E+000,-2.9298866E+000,-2.9729809E+000,-2.9677249E+000
 1.3939240E+001, 3.4063738E+002,-7.6011571E+001, 5.7324201E-001,-1.4234819E+001,-2.3584928E-002, 1.0100529E+002, 0.0000000E+000, 3.5220320E+002, 3.5194594E+002, 3.4279294E+001, 7.7265533E-003, 0.0000000E+000, 5.9044681E+002,-2.9880111E+000,-2.9964704E+000,-2.9621938E+000,-2.9307219E+000,-2.9733836E+000,-2.9679285E+000
 1.4062569E+001, 3.4480313E+002,-8.1301768E+001, 5.7847463E-001,-1.4431848E+001,-2.3802546E-002, 1.0043862E+002, 0.0000000E+000, 3.4991272E+002, 3.5006280E+002, 3.4279294E+001, 7.7964317E-003, 0.0000000E+000, 6.0039442E+002,-2.9904239E+000,-2.9971404E+000,-2.9622923E+000,-2.9320427E+000,-2.9738146E+000,-2.9682322E+000
 1.4185896E+001, 3.4941481E+002,-7.8222969E+001, 5.8411855E-001,-1.4642751E+001,-2.4029601E-002, 1.0165950E+002, 0.0000000E+000, 3.4807096E+002, 3.5876867E+002, 3.4279294E+001, 7.8663101E-003, 0.0000000E+000, 6.1029175E+002,-2.9932170E+000,-2.9976955E+000,-2.9624380E+000,-2.9337942E+000,-2.9742810E+000,-2.9686325E+000
 1.4309223E+001, 3.5399293E+002,-7.8156168E+001, 5.8924480E-001,-1.4886316E+001,-2.4259772E-002, 1.0400418E+002, 0.0000000E+000, 3.5848750E+002, 3.6551961E+002, 3.4279294E+001, 7.9361884E-003, 0.0000000E+000, 6.2048063E+002,-2.9962531E+000,-2.9981145E+000,-2.9626322E+000,-2.9357874E+000,-2.9748204E+000,-2.9691347E+000
 1.4432550E+001, 3.5903401E+002,-8.4145633E+001, 5.9436299E-001,-1.5159672E+001,-2.4488658E-002, 1.0462067E+002, 0.0000000E+000, 3.6461746E+002, 3.6491925E+002, 3.4279294E+001, 8.0060668E-003, 0.0000000E+000, 6.3084091E+002,-2.9994080E+000,-2.9983928E+000,-2.9628770E+000,-2.9377806E+000,-2.9754813E+000,-2.9697410E+000
 1.4555878E+001, 3.6473594E+002,-8.2293391E+001, 6.0016629E-001,-1.5446941E+001,-2.4714347E-002, 1.0581182E+002, 0.0000000E+000, 3.6289818E+002, 3.7338288E+002, 3.4279294E+001, 8.0759452E-003, 0.0000000E+000, 6.4115261E+002,-3.0025510E+000,-2.9987022E+000,-2.9631630E+000,-2.9396424E+000,-2.9762675E+000,-2.9704256E+000
 1.4679205E+001, 3.6970053E+002,-8.3217842E+001, 6.0569899E-001,-1.5759600E+001,-2.4932328E-002, 1.0798271E+002, 0.0000000E+000, 3.7302972E+002, 3.7928656E+002, 3.4279294E+001, 8.1458236E-003, 0.0000000E+000, 6.5174787E+002,-3.0055631E+000,-2.9991116E+000,-2.9634772E+000,-2.9412480E+000,-2.9771811E+000,-2.9711575E+000
 1.4802533E+001, 3.7444139E+002,-8.4682790E+001, 6.1160480E-001,-1.6086035E+001,-2.5114066E-002, 1.0930045E+002, 0.0000000E+000, 3.7822662E+002, 3.8355951E+002, 3.4279294E+001, 8.2057194E-003, 0.0000000E+000, 6.6248854E+002,-3.0083611E+000,-2.9995403E+000,-2.9638091E+000,-2.9425080E+000,-2.9782386E+000,-2.9719077E+000
 1.4925860E+001, 3.7817846E+002,-8.9716804E+001, 6.1728640E-001,-1.6428867E+001,-2.5318171E-002, 1.0956550E+002, 0.0000000E+000, 3.8233715E+002, 3.8219027E+002, 3.4279294E+001, 8.2755978E-003, 0.0000000E+000, 6.7334441E+002,-3.0108756E+000,-2.9999981E+000,-2.9641419E+000,-2.9434796E+000,-2.9794208E+000,-2.9726345E+000
 1.5049188E+001, 3.8143480E+002,-8.8453567E+001, 6.2360788E-001,-1.6777940E+001,-2.5516982E-002, 1.1006959E+002, 0.0000000E+000, 3.8005803E+002, 3.8687097E+002, 3.4279294E+001, 8.3454761E-003, 0.0000000E+000, 6.8413731E+002,-3.0130549E+000,-3.0005014E+000,-2.9644583E+000,-2.9442822E+000,-2.9806930E+000,-2.9732987E+000
 1.5172515E+001, 3.8369484E+002,-8.8590421E+001, 6.2966201E-001,-1.7153929E+001,-2.5711480E-002, 1.1123960E+002, 0.0000000E+000, 3.8586713E+002, 3.8979404E+002, 3.4279294E+001, 8.4153545E-003, 0.0000000E+000, 6.9509273E+002,-3.0148695E+000,-3.0010071E+000,-2.9647467E+000,-2.9450040E+000,-2.9820254E+000,-2.9738783E+000
 1.5295842E+001, 3.8588884E+002,-8.8742573E+001, 6.3591460E-001,-1.7548990E+001,-2.5904347E-002, 1.1191681E+002, 0.0000000E+000, 3.8830368E+002, 3.9212409E+002, 3.4279294E+001, 8.4852329E-003, 0.0000000E+000, 7.0611676E+002,-3.0163241E+000,-3.0014421E+000,-2.9650067E+000,-2.9456607E+000,-2.9834101E+000,-2.9743795E+000
 1.5419169E+001, 3.8800433E+002,-8.8553372E+001, 6.4237115E-001,-1.7955413E+001,-2.6098661E-002, 1.1262980E+002, 0.0000000E+000, 3.9061042E+002, 3.9474162E+002, 3.4279294E+001, 8.5551113E-003, 0.0000000E+000, 7.1720599E+002,-3.0174333E+000,-3.0018767E+000,-2.9652380E+000,-2.9462836E+000,-2.9848221E+000,-2.9748119E+000
 1.5542498E+001, 3.9034870E+002,-8.8680639E+001, 6.4878247E-001,-1.8374196E+001,-2.6265260E-002, 1.1337250E+002, 0.0000000E+000, 3.9327782E+002, 3.9728888E+002, 3.4279294E+001, 8.6150071E-003, 0.0000000E+000, 7.2837052E+002,-3.0182262E+000,-3.0023872E+000,-2.9654446E+000,-2.9468530E+000,-2.9862415E+000,-2.9751971E+000
 1.5665825E+001, 3.9327528E+002,-8.7198613E+001, 6.5546594E-001,-1.8802406E+001,-2.6464484E-002, 1.1453042E+002, 0.0000000E+000, 3.9580865E+002, 4.0243368E+002, 3.4279294E+001, 8.6848855E-003, 0.0000000E+000, 7.3960661E+002,-3.0187472E+000,-3.0030322E+000,-2.9656338E+000,-2.9473231E+000,-2.9876562E+000,-2.9755651E+000
 1.5789152E+001, 3.9626455E+002,-8.7535714E+001, 6.6208458E-001,-1.9234087E+001,-2.6665504E-002, 1.1577598E+002, 0.0000000E+000, 4.0139313E+002, 4.0590615E+002, 3.4279294E+001, 8.7547639E-003, 0.0000000E+000, 7.5099997E+002,-3.0190525E+000,-3.0038179E+000,-2.9658113E+000,-2.9476510E+000,-2.9890569E+000,-2.9759415E+000
 1.5912479E+001, 3.9948253E+002,-8.8244824E+001, 6.6880341E-001,-1.9668964E+001,-2.6866283E-002, 1.1664416E+002, 0.0000000E+000, 4.0452722E+002, 4.0885483E+002, 3.4279294E+001, 8.8246422E-003, 0.0000000E+000, 7.6248200E+002,-3.0192079E+000,-3.0047148E+000,-2.9659807E+000,-2.9478261E+000,-2.9904337E+000,-2.9763451E+000
 1.6035807E+001, 4.0269464E+002,-8.7739915E+001, 6.7555075E-001,-2.0107578E+001,-2.7064901E-002, 1.1772861E+002, 0.0000000E+000, 4.0745656E+002, 4.1322425E+002, 3.4279294E+001, 8.8945206E-003, 0.0000000E+000, 7.7404726E+002,-3.0192785E+000,-3.0056714E+000,-2.9661399E+000,-2.9478882E+000,-2.9917639E+000,-2.9767793E+000
 1.6159134E+001, 4.0577019E+002,-8.8444751E+001, 6.8224789E-001,-2.0550517E+001,-2.7261412E-002, 1.1877881E+002, 0.0000000E+000, 4.1206979E+002, 4.1620872E+002, 3.4279294E+001, 8.9643990E-003, 0.0000000E+000, 7.8574306E+002,-3.0193326E+000,-3.0066040E+000,-2.9662855E+000,-2.9478879E+000,-2.9930264E+000,-2.9772421E+000
 1.6269762E+001, 4.1540247E+002,-8.9383181E+001, 6.8871058E-001,-2.0959099E+001,-2.7428488E-002, 1.2079246E+002, 0.0000000E+000, 4.1466360E+002, 4.2651393E+002, 3.4279294E+001, 9.0242948E-003, 0.0000000E+000, 7.9630128E+002,-3.0194254E+000,-3.0073491E+000,-2.9663994E+000,-2.9478825E+000,-2.9940777E+000,-2.9776742E+000
 1.6380392E+001, 4.1385384E+002,-9.0440966E+001, 6.9293029E-001,-2.1354874E+001,-2.7595917E-002, 1.2190095E+002, 0.0000000E+000, 4.2639548E+002, 4.2462429E+002, 3.4279294E+001, 9.0841905E-003, 0.0000000E+000, 8.0715565E+002,-3.0196206E+000,-3.0077926E+000,-2.9664803E+000,-2.9478617E+000,-2.9949756E+000,-2.9780038E+000
 1.6491020E+001, 4.1616184E+002,-9.0902499E+001, 6.9927293E-001,-2.1731157E+001,-2.7768713E-002, 1.2162032E+002, 0.0000000E+000, 4.2225632E+002, 4.2582001E+002, 3.4279294E+001, 9.1440863E-003, 0.0000000E+000, 8.1790701E+002,-3.0199482E+000,-3.0080322E+000,-2.9665284E+000,-2.9478894E+000,-2.9957212E+000,-2.9782702E+000
 1.6601648E+001, 4.1704957E+002,-9.1667856E+001, 7.0439187E-001,-2.2099008E+001,-2.7945032E-002, 1.2188017E+002, 0.0000000E+000, 4.2433302E+002, 4.2583932E+002, 3.4279294E+001, 9.2039821E-003, 0.0000000E+000, 8.2871170E+002,-3.0204058E+000,-3.0082244E+000,-2.9665401E+000,-2.9480272E+000,-2.9962867E+000,-2.9785023E+000
 1.6712276E+001, 4.1904726E+002,-9.1674854E+001, 7.1010738E-001,-2.2457408E+001,-2.8126635E-002, 1.2216956E+002, 0.0000000E+000, 4.2401712E+002, 4.2776654E+002, 3.4279294E+001, 9.2638778E-003, 0.0000000E+000, 8.3950908E+002,-3.0209807E+000,-3.0084104E+000,-2.9665219E+000,-2.9482434E+000,-2.9966771E+000,-2.9787368E+000
 1.6822906E+001, 4.2089329E+002,-9.2251646E+001, 7.1527942E-001,-2.2815620E+001,-2.8342163E-002, 1.2268786E+002, 0.0000000E+000, 4.2630033E+002, 4.2920082E+002, 3.4279294E+001, 9.3337562E-003, 0.0000000E+000, 8.5036473E+002,-3.0216442E+000,-3.0086507E+000,-2.9664839E+000,-2.9485132E+000,-2.9969019E+000,-2.9789993E+000
 1.6933535E+001, 4.2316096E+002,-9.2728996E+001, 7.2066754E-001,-2.3168320E+001,-2.8532483E-002, 1.2317568E+002, 0.0000000E+000, 4.2759514E+002, 4.3113146E+002, 3.4279294E+001, 9.3936520E-003, 0.0000000E+000, 8.6125421E+002,-3.0223550E+000,-3.0089611E+000,-2.9664371E+000,-2.9488094E+000,-2.9969784E+000,-2.9793061E+000
 1.7044163E+001, 4.2477662E+002,-9.2632004E+001, 7.2580237E-001,-2.3517156E+001,-2.8724851E-002, 1.2375407E+002, 0.0000000E+000, 4.2962942E+002, 4.3307861E+002, 3.4279294E+001, 9.4535477E-003, 0.0000000E+000, 8.7219636E+002,-3.0230604E+000,-3.0093391E+000,-2.9663900E+000,-2.9491110E+000,-2.9969220E+000,-2.9796573E+000
 1.7154791E+001, 4.2646079E+002,-9.2995212E+001, 7.3094142E-001,-2.3852148E+001,-2.8917394E-002, 1.2423765E+002, 0.0000000E+000, 4.3156031E+002, 4.3455310E+002, 3.4279294E+001, 9.5134435E-003, 0.0000000E+000, 8.8318820E+002,-3.0237043E+000,-3.0097449E+000,-2.9663476E+000,-2.9493931E+000,-2.9967504E+000,-2.9800412E+000
 1.7265419E+001, 4.2831514E+002,-9.3401342E+001, 7.3595198E-001,-2.4168591E+001,-2.9108110E-002, 1.2467355E+002, 0.0000000E+000, 4.3296839E+002, 4.3612560E+002, 3.4279294E+001, 9.5733393E-003, 0.0000000E+000, 8.9421620E+002,-3.0242329E+000,-3.0101397E+000,-2.9663114E+000,-2.9496325E+000,-2.9964818E+000,-2.9804403E+000
 1.7376049E+001, 4.3030779E+002,-9.3132200E+001, 7.4098571E-001,-2.4457999E+001,-2.9294566E-002, 1.2530925E+002, 0.0000000E+000, 4.3458500E+002, 4.3873853E+002, 3.4279294E+001, 9.6332350E-003, 0.0000000E+000, 9.0528563E+002,-3.0245991E+000,-3.0104830E+000,-2.9662793E+000,-2.9498070E+000,-2.9961352E+000,-2.9808352E+000
 1.7474993E+001, 4.4019886E+002,-9.3637620E+001, 7.4612440E-001,-2.4692371E+001,-2.9472434E-002, 1.2752359E+002, 0.0000000E+000, 4.3735914E+002, 4.5010911E+002, 3.4279294E+001, 9.6931308E-003, 0.0000000E+000, 9.1524895E+002,-3.0247497E+000,-3.0107059E+000,-2.9662508E+000,-2.9498893E+000,-2.9957748E+000,-2.9811676E+000
 1.7573936E+001, 4.3892202E+002,-9.5801944E+001, 7.4887432E-001,-2.4912211E+001,-2.9620320E-002, 1.2863364E+002, 0.0000000E+000, 4.5018969E+002, 4.4756076E+002, 3.4279294E+001, 9.7430439E-003, 0.0000000E+000, 9.2550131E+002,-3.0247124E+000,-3.0107446E+000,-2.9662204E+000,-2.9498835E+000,-2.9953863E+000,-2.9814047E+000
 1.7672880E+001, 4.4100590E+002,-9.5659783E+001, 7.5402095E-001,-2.5104289E+001,-2.9797780E-002, 1.2832570E+002, 0.0000000E+000, 4.4512185E+002, 4.4929175E+002, 3.4279294E+001, 9.8029397E-003, 0.0000000E+000, 9.3564001E+002,-3.0244979E+000,-3.0106577E+000,-2.9661842E+000,-2.9498203E+000,-2.9949979E+000,-2.9815651E+000
 1.7771824E+001, 4.4176203E+002,-9.4708427E+001, 7.5836435E-001,-2.5289103E+001,-2.9949516E-002, 1.2903578E+002, 0.0000000E+000, 4.4797096E+002, 4.5152869E+002, 3.4279294E+001, 9.8528528E-003, 0.0000000E+000, 9.4584298E+002,-3.0241005E+000,-3.0105558E+000,-2.9661357E+000,-2.9497547E+000,-2.9946145E+000,-2.9816635E+000
 1.7870770E+001, 4.4316890E+002,-9.5779655E+001, 7.6294497E-001,-2.5470299E+001,-3.0135080E-002, 1.2937176E+002, 0.0000000E+000, 4.5011364E+002, 4.5202351E+002, 3.4279294E+001, 9.9127486E-003, 0.0000000E+000, 9.5609417E+002,-3.0235414E+000,-3.0104276E+000,-2.9660807E+000,-2.9496630E+000,-2.9942740E+000,-2.9817336E+000
 1.7969713E+001, 4.4499893E+002,-9.8748971E+001, 7.6751453E-001,-2.5654588E+001,-3.0297336E-002, 1.2914150E+002, 0.0000000E+000, 4.5033660E+002, 4.5047409E+002, 3.4279294E+001, 9.9626617E-003, 0.0000000E+000, 9.6635036E+002,-3.0228551E+000,-3.0102882E+000,-2.9660285E+000,-2.9495539E+000,-2.9940077E+000,-2.9818044E+000
 1.8068657E+001, 4.4761286E+002,-9.9132049E+001, 7.7231968E-001,-2.5841944E+001,-3.0490623E-002, 1.2928286E+002, 0.0000000E+000, 4.4849344E+002, 4.5266356E+002, 3.4279294E+001, 1.0022557E-002, 0.0000000E+000, 9.7656501E+002,-3.0220829E+000,-3.0101692E+000,-2.9659884E+000,-2.9494486E+000,-2.9938359E+000,-2.9818946E+000
 1.8167601E+001, 4.5044036E+002,-1.0021853E+002, 7.7725646E-001,-2.6046971E+001,-3.0653743E-002, 1.2998443E+002, 0.0000000E+000, 4.5133868E+002, 4.5490590E+002, 3.4279294E+001, 1.0072471E-002, 0.0000000E+000, 9.8684327E+002,-3.0212734E+000,-3.0100662E+000,-2.9659695E+000,-2.9493374E+000,-2.9937769E+000,-2.9820150E+000
 1.8276440E+001, 4.4693213E+002,-1.0081387E+002, 7.8196054E-001,-2.6279018E+001,-3.0844708E-002, 1.2942559E+002, 0.0000000E+000, 4.5347076E+002, 4.5001593E+002, 3.4279294E+001, 1.0132366E-002, 0.0000000E+000, 9.9820182E+002,-3.0204014E+000,-3.0099274E+000,-2.9659799E+000,-2.9491731E+000,-2.9938534E+000,-2.9821838E+000
 1.8385277E+001, 4.5300188E+002,-1.0818735E+002, 7.8835781E-001,-2.6517784E+001,-3.1029777E-002, 1.2827702E+002, 0.0000000E+000, 4.4743141E+002, 4.4733109E+002, 3.4279294E+001, 1.0192262E-002, 0.0000000E+000, 1.0094110E+003,-3.0196041E+000,-3.0098056E+000,-2.9660235E+000,-2.9489719E+000,-2.9940770E+000,-2.9823832E+000
 1.8494116E+001, 4.5641139E+002,-1.0644966E+002, 7.9364327E-001,-2.6763216E+001,-3.1209576E-002, 1.2895150E+002, 0.0000000E+000, 4.4529274E+002, 4.5291245E+002, 3.4279294E+001, 1.0252158E-002, 0.0000000E+000, 1.0205689E+003,-3.0189107E+000,-3.0097130E+000,-2.9660937E+000,-2.9487437E+000,-2.9944187E+000,-2.9825895E+000
 1.8602955E+001, 4.6041877E+002,-1.0558693E+002, 7.9922645E-001,-2.7021045E+001,-3.1383236E-002, 1.3083018E+002, 0.0000000E+000, 4.5213487E+002, 4.5940882E+002, 3.4279294E+001, 1.0312054E-002, 0.0000000E+000, 1.0318956E+003,-3.0183527E+000,-3.0095487E+000,-2.9661874E+000,-2.9484252E+000,-2.9948753E+000,-2.9827908E+000
 1.8711794E+001, 4.6401521E+002,-1.0659178E+002, 8.0435484E-001,-2.7291214E+001,-3.1584710E-002, 1.3219817E+002, 0.0000000E+000, 4.5856558E+002, 4.6310316E+002, 3.4279294E+001, 1.0381932E-002, 0.0000000E+000, 1.0433810E+003,-3.0179566E+000,-3.0092671E+000,-2.9663016E+000,-2.9479725E+000,-2.9954447E+000,-2.9829741E+000
